,p,premium,agent_commission
2876,0.95,24300,2000
2877,1.0,9600,2000
2878,0.99,11700,2000
2879,0.66,5400,2000
2880,1.0,22200,2000
2881,0.98,5400,2000
2882,1.0,5400,2000
2883,0.87,5400,2000
2884,0.96,22200,2000
2885,0.96,22200,2000
2886,1.0,24300,2000
2887,0.98,11700,2000
2888,1.0,9600,2000
2889,0.91,15900,2000
2890,0.99,5400,2000
2891,0.99,36900,2000
2892,0.95,5400,2000
2893,0.97,7500,2000
2894,0.97,1200,2000
2895,0.97,5400,2000
2896,0.9,1200,2000
2897,1.0,7500,2000
2898,1.0,22200,2000
2899,1.0,60000,2000
2900,0.99,11700,2000
2901,0.9,9600,2000
2902,1.0,11700,2000
2903,1.0,7500,2000
2904,0.98,3300,2000
2905,0.98,1200,2000
2906,0.94,13800,2000
2907,0.73,3300,2000
2908,1.0,7500,2000
2909,1.0,13800,2000
2910,0.94,9600,2000
2911,0.99,5400,2000
2912,0.98,9600,2000
2913,1.0,60000,2000
2914,0.94,13800,2000
2915,0.99,3300,2000
2916,0.91,3300,2000
2917,0.98,7500,2000
2918,1.0,22200,2000
2919,0.92,22200,2000
2920,1.0,1200,2000
2921,1.0,7500,2000
2922,0.96,18000,2000
2923,0.95,9600,2000
2924,1.0,1200,2000
2925,0.88,11700,2000
2926,1.0,15900,2000
2927,0.97,3300,2000
2928,0.82,15900,2000
2929,0.85,11700,2000
2930,0.91,5400,2000
2931,0.92,15900,2000
2932,0.95,1200,2000
2933,0.94,22200,2000
2934,0.98,5400,2000
2935,0.98,11700,2000
2936,1.0,13800,2000
2937,0.95,3300,2000
2938,1.0,7500,2000
2939,1.0,15900,2000
2940,0.96,3300,2000
2941,0.61,3300,2000
2942,0.99,1200,2000
2943,0.9,34800,2000
2944,0.96,15900,2000
2945,0.81,7500,2000
2946,0.86,18000,2000
2947,0.98,1200,2000
2948,0.98,13800,2000
2949,0.98,5400,2000
2950,0.97,5400,2000
2951,1.0,60000,2000
2952,1.0,9600,2000
2953,0.96,11700,2000
2954,0.99,5700,2000
2955,0.92,22200,2000
2956,0.93,9600,2000
2957,0.63,5400,2000
2958,0.99,3300,2000
2959,0.81,7500,2000
2960,0.97,20100,2000
2961,0.98,3300,2000
2962,0.97,9600,2000
2963,0.95,26400,2000
2964,0.99,22200,2000
2965,1.0,9600,2000
2966,0.82,7500,2000
2967,0.99,5400,2000
2968,0.93,11700,2000
2969,0.98,5700,2000
2970,0.98,7500,2000
2971,0.69,9600,2000
2972,0.88,1200,2000
2973,1.0,7500,2000
2974,0.63,5400,2000
2975,0.92,13800,2000
2976,0.98,24300,2000
2977,0.92,5400,2000
2978,0.99,11700,2000
2979,0.85,39000,2000
2980,0.81,36900,2000
2981,1.0,7500,2000
2982,1.0,18000,2000
2983,0.88,11700,2000
2984,0.99,20100,2000
2985,0.86,11700,2000
2986,0.99,9600,2000
2987,0.98,18000,2000
2988,1.0,13800,2000
2989,0.99,5400,2000
2990,1.0,11700,2000
2991,0.83,13800,2000
2992,0.99,9600,2000
2993,0.97,13800,2000
2994,1.0,11700,2000
2995,0.98,5700,2000
2996,0.96,11700,2000
2997,0.9,18000,2000
2998,1.0,18000,2000
2999,0.92,15900,2000
3000,0.61,7500,2000
3001,0.98,13800,2000
3002,1.0,7500,2000
3003,1.0,28500,2000
3004,1.0,15900,2000
3005,1.0,3300,2000
3006,0.75,22200,2000
3007,0.7,1200,2000
3008,0.99,11700,2000
3009,0.73,28500,2000
3010,0.89,18000,2000
3011,0.99,7500,2000
3012,0.99,7500,2000
3013,1.0,9600,2000
3014,1.0,3300,2000
3015,0.96,11700,2000
3016,0.96,5400,2000
3017,0.98,11700,2000
3018,1.0,11700,2000
3019,0.97,5400,2000
3020,0.85,9600,2000
3021,0.85,3300,2000
3022,0.84,9600,2000
3023,0.97,3300,2000
3024,1.0,13800,2000
3025,0.98,9600,2000
3026,0.89,5400,2000
3027,0.93,26400,2000
3028,0.96,11700,2000
3029,0.94,3300,2000
3030,0.98,11700,2000
3031,0.99,11700,2000
3032,0.91,1200,2000
3033,0.81,5400,2000
3034,0.99,5400,2000
3035,0.85,24300,2000
3036,0.99,24300,2000
3037,1.0,7500,2000
3038,1.0,7500,2000
3039,0.99,5400,2000
3040,0.89,7500,2000
3041,0.45,3300,2000
3042,0.95,15900,2000
3043,1.0,5400,2000
3044,0.97,7500,2000
3045,1.0,13800,2000
3046,0.96,13800,2000
3047,0.98,15900,2000
3048,0.66,1200,2000
3049,0.53,9600,2000
3050,1.0,9600,2000
3051,0.98,28500,2000
3052,0.84,5700,2000
3053,0.99,45300,2000
3054,0.89,5400,2000
3055,1.0,5400,2000
3056,0.97,11700,2000
3057,0.92,5400,2000
3058,0.97,36900,2000
3059,0.99,11700,2000
3060,1.0,7500,2000
3061,0.97,5400,2000
3062,1.0,9600,2000
3063,0.95,5400,2000
3064,1.0,9600,2000
3065,0.63,9600,2000
3066,0.83,20100,2000
3067,0.99,7500,2000
3068,1.0,1200,2000
3069,0.98,1200,2000
3070,0.98,13800,2000
3071,0.99,11700,2000
3072,1.0,3300,2000
3073,0.94,5400,2000
3074,0.98,13800,2000
3075,0.99,7500,2000
3076,0.96,3300,2000
3077,1.0,15900,2000
3078,0.93,7500,2000
3079,1.0,7500,2000
3080,0.97,5400,2000
3081,0.9,5400,2000
3082,0.85,5700,2000
3083,1.0,13800,2000
3084,0.98,7500,2000
3085,0.95,9600,2000
3086,0.48,5400,2000
3087,0.97,5400,2000
3088,0.83,3300,2000
3089,0.98,7500,2000
3090,0.98,18000,2000
3091,0.93,1200,2000
3092,0.97,5400,2000
3093,0.89,3300,2000
3094,1.0,5400,2000
3095,0.58,9600,2000
3096,1.0,13800,2000
3097,1.0,43200,2000
3098,0.81,3300,2000
3099,0.99,7500,2000
3100,1.0,5400,2000
3101,0.78,20100,2000
3102,0.88,5700,2000
3103,1.0,3300,2000
3104,0.99,5700,2000
3105,1.0,11700,2000
3106,0.96,5400,2000
3107,0.92,13800,2000
3108,0.87,1200,2000
3109,0.96,9600,2000
3110,0.87,5700,2000
3111,0.93,5400,2000
3112,1.0,7500,2000
3113,0.99,11700,2000
3114,1.0,7500,2000
3115,0.99,3300,2000
3116,0.95,18000,2000
3117,0.95,11700,2000
3118,0.98,5400,2000
3119,0.99,7500,2000
3120,0.97,36900,2000
3121,0.92,5400,2000
3122,1.0,24300,2000
3123,0.48,5700,2000
3124,0.97,13800,2000
3125,1.0,7500,2000
3126,0.92,13800,2000
3127,0.85,3300,2000
3128,0.94,13800,2000
3129,0.75,7500,2000
3130,0.98,9600,2000
3131,1.0,13800,2000
3132,1.0,3300,2000
3133,0.9,5400,2000
3134,0.78,3300,2000
3135,0.99,45300,2000
3136,0.95,15900,2000
3137,0.98,18000,2000
3138,0.83,1200,2000
3139,1.0,9600,2000
3140,0.98,3300,2000
3141,0.93,60000,2000
3142,1.0,13800,2000
3143,0.98,5400,2000
3144,1.0,5400,2000
3145,0.98,7500,2000
3146,0.82,7500,2000
3147,0.79,7500,2000
3148,0.77,9600,2000
3149,0.89,5700,2000
3150,0.35,5400,2000
3151,0.94,15900,2000
3152,0.91,3300,2000
3153,1.0,24300,2000
3154,1.0,5700,2000
3155,1.0,24300,2000
3156,1.0,26400,2000
3157,0.32,13800,2000
3158,0.99,11700,2000
3159,0.69,7500,2000
3160,0.96,9600,2000
3161,0.83,11700,2000
3162,0.64,1200,2000
3163,1.0,3300,2000
3164,0.84,5400,2000
3165,0.98,24300,2000
3166,1.0,49500,2000
3167,0.96,5400,2000
3168,1.0,5400,2000
3169,0.97,5400,2000
3170,0.92,18000,2000
3171,0.96,5700,2000
3172,0.97,3300,2000
3173,0.77,22200,2000
3174,0.99,7500,2000
3175,0.94,5700,2000
3176,0.85,13800,2000
3177,0.81,5400,2000
3178,0.99,18000,2000
3179,0.97,3300,2000
3180,1.0,7500,2000
3181,0.37,7500,2000
3182,0.82,3300,2000
3183,1.0,15900,2000
3184,1.0,26400,2000
3185,0.95,9600,2000
3186,0.98,13800,2000
3187,0.96,11700,2000
3188,1.0,3300,2000
3189,0.98,13800,2000
3190,0.97,1200,2000
3191,0.92,3300,2000
3192,0.69,18000,2000
3193,0.94,5400,2000
3194,0.99,3300,2000
3195,0.91,5700,2000
3196,0.98,3300,2000
3197,1.0,11700,2000
3198,1.0,18000,2000
3199,1.0,9600,2000
3200,1.0,9600,2000
3201,0.99,11700,2000
3202,0.91,26400,2000
3203,0.9,9600,2000
3204,0.83,45300,2000
3205,1.0,7500,2000
3206,0.97,32700,2000
3207,1.0,15900,2000
3208,0.94,24300,2000
3209,1.0,18000,2000
3210,0.99,5400,2000
3211,0.99,7500,2000
3212,1.0,7500,2000
3213,1.0,36900,2000
3214,0.98,7500,2000
3215,0.85,20100,2000
3216,1.0,3300,2000
3217,0.98,15900,2000
3218,0.95,11700,2000
3219,0.98,7500,2000
3220,0.94,9600,2000
3221,1.0,7500,2000
3222,0.96,1200,2000
3223,0.97,3300,2000
3224,0.98,7500,2000
3225,1.0,13800,2000
3226,0.91,5400,2000
3227,0.95,5700,2000
3228,0.89,5700,2000
3229,0.97,22200,2000
3230,1.0,5400,2000
3231,0.97,18000,2000
3232,1.0,22200,2000
3233,0.97,11700,2000
3234,0.96,5700,2000
3235,1.0,36900,2000
3236,0.99,7500,2000
3237,0.82,3300,2000
3238,0.99,5400,2000
3239,1.0,1200,2000
3240,0.99,7500,2000
3241,0.99,9600,2000
3242,0.97,1200,2000
3243,0.63,18000,2000
3244,0.99,13800,2000
3245,0.93,15900,2000
3246,0.97,3300,2000
3247,1.0,11700,2000
3248,0.99,1200,2000
3249,0.97,9600,2000
3250,0.98,5400,2000
3251,0.98,15900,2000
3252,0.78,34800,2000
3253,1.0,60000,2000
3254,0.95,18000,2000
3255,1.0,7500,2000
3256,1.0,9600,2000
3257,0.73,5400,2000
3258,0.71,1200,2000
3259,1.0,57900,2000
3260,1.0,9600,2000
3261,0.46,18000,2000
3262,1.0,28500,2000
3263,1.0,9600,2000
3264,0.92,3300,2000
3265,0.98,15900,2000
3266,0.99,3300,2000
3267,1.0,3300,2000
3268,0.98,5400,2000
3269,0.98,5400,2000
3270,0.69,5700,2000
3271,1.0,9600,2000
3272,0.97,11700,2000
3273,1.0,28500,2000
3274,0.98,7500,2000
3275,0.97,18000,2000
3276,0.97,41100,2000
3277,0.98,9600,2000
3278,1.0,3300,2000
3279,0.99,11700,2000
3280,1.0,1200,2000
3281,0.98,5400,2000
3282,0.99,32700,2000
3283,0.99,11700,2000
3284,0.85,3300,2000
3285,0.83,9600,2000
3286,0.83,11700,2000
3287,0.55,3300,2000
3288,1.0,13800,2000
3289,1.0,9600,2000
3290,0.99,1200,2000
3291,0.56,9600,2000
3292,1.0,13800,2000
3293,0.98,20100,2000
3294,1.0,7500,2000
3295,0.97,20100,2000
3296,1.0,24300,2000
3297,0.99,11700,2000
3298,1.0,18000,2000
3299,1.0,9600,2000
3300,0.96,26400,2000
3301,0.99,5400,2000
3302,1.0,5400,2000
3303,1.0,9600,2000
3304,0.83,5400,2000
3305,1.0,13800,2000
3306,1.0,7500,2000
3307,1.0,9600,2000
3308,1.0,41100,2000
3309,0.99,11700,2000
3310,0.38,28500,2000
3311,0.95,13800,2000
3312,1.0,22200,2000
3313,0.89,22200,2000
3314,0.93,3300,2000
3315,0.99,5400,2000
3316,0.99,11700,2000
3317,0.98,11700,2000
3318,0.74,11700,2000
3319,0.99,7500,2000
3320,0.98,3300,2000
3321,1.0,7500,2000
3322,0.83,5400,2000
3323,1.0,7500,2000
3324,0.97,3300,2000
3325,0.95,13800,2000
3326,1.0,20100,2000
3327,1.0,1200,2000
3328,0.96,9600,2000
3329,0.99,5400,2000
3330,1.0,15900,2000
3331,0.99,9600,2000
3332,0.94,7500,2000
3333,0.66,3300,2000
3334,0.93,39000,2000
3335,0.98,13800,2000
3336,1.0,9600,2000
3337,0.99,32700,2000
3338,0.66,5400,2000
3339,0.86,13800,2000
3340,1.0,9600,2000
3341,0.89,15900,2000
3342,0.79,5700,2000
3343,0.99,13800,2000
3344,0.99,11700,2000
3345,0.82,9600,2000
3346,1.0,5400,2000
3347,0.76,7500,2000
3348,0.96,7500,2000
3349,0.9,9600,2000
3350,0.93,13800,2000
3351,1.0,3300,2000
3352,1.0,7500,2000
3353,0.96,28500,2000
3354,1.0,9600,2000
3355,1.0,9600,2000
3356,0.98,3300,2000
3357,0.99,5400,2000
3358,0.4,3300,2000
3359,0.99,7500,2000
3360,0.84,9600,2000
3361,1.0,7500,2000
3362,0.9,1200,2000
3363,1.0,3300,2000
3364,0.88,5400,2000
3365,1.0,13800,2000
3366,0.94,5400,2000
3367,0.96,1200,2000
3368,0.99,20100,2000
3369,0.99,28500,2000
3370,0.99,11700,2000
3371,1.0,11700,2000
3372,0.69,15900,2000
3373,1.0,22200,2000
3374,0.8,3300,2000
3375,0.92,7500,2000
3376,1.0,7500,2000
3377,1.0,11700,2000
3378,0.64,5400,2000
3379,0.9,1200,2000
3380,1.0,3300,2000
3381,0.9,28500,2000
3382,0.6,5400,2000
3383,0.97,32700,2000
3384,1.0,13800,2000
3385,1.0,7500,2000
3386,1.0,15900,2000
3387,0.99,18000,2000
3388,0.96,3300,2000
3389,0.96,5700,2000
3390,0.99,5700,2000
3391,0.69,13800,2000
3392,0.98,9600,2000
3393,0.94,9600,2000
3394,0.99,22200,2000
3395,0.69,18000,2000
3396,1.0,20100,2000
3397,0.93,7500,2000
3398,0.91,13800,2000
3399,0.99,9600,2000
3400,0.99,5400,2000
3401,1.0,9600,2000
3402,0.95,5700,2000
3403,0.92,5400,2000
3404,0.74,9600,2000
3405,0.99,20100,2000
3406,1.0,5400,2000
3407,1.0,3300,2000
3408,1.0,11700,2000
3409,1.0,11700,2000
3410,0.94,7500,2000
3411,1.0,5400,2000
3412,0.96,3300,2000
3413,0.82,18000,2000
3414,0.99,36900,2000
3415,0.84,5400,2000
3416,1.0,15900,2000
3417,0.86,7500,2000
3418,0.97,1200,2000
3419,0.99,3300,2000
3420,0.87,28500,2000
3421,1.0,7500,2000
3422,0.99,9600,2000
3423,0.96,5400,2000
3424,0.99,5700,2000
3425,0.97,1200,2000
3426,0.98,7500,2000
3427,0.97,7500,2000
3428,1.0,9600,2000
3429,1.0,18000,2000
3430,0.77,5400,2000
3431,0.91,3300,2000
3432,1.0,15900,2000
3433,1.0,3300,2000
3434,1.0,7500,2000
3435,0.68,9600,2000
3436,0.93,7500,2000
3437,0.94,43200,2000
3438,0.75,11700,2000
3439,0.99,3300,2000
3440,0.98,1200,2000
3441,1.0,1200,2000
3442,0.99,3300,2000
3443,0.98,9600,2000
3444,0.99,20100,2000
3445,0.92,13800,2000
3446,1.0,3300,2000
3447,0.98,15900,2000
3448,0.99,5400,2000
3449,1.0,13800,2000
3450,0.96,39000,2000
3451,0.85,28500,2000
3452,0.73,5700,2000
3453,0.41,20100,2000
3454,0.96,3300,2000
3455,0.91,11700,2000
3456,1.0,13800,2000
3457,0.98,7500,2000
3458,1.0,5700,2000
3459,0.99,43200,2000
3460,0.99,9600,2000
3461,0.82,5400,2000
3462,0.99,7500,2000
3463,0.98,15900,2000
3464,0.97,26400,2000
3465,1.0,3300,2000
3466,0.98,7500,2000
3467,0.99,13800,2000
3468,0.99,13800,2000
3469,0.99,15900,2000
3470,1.0,3300,2000
3471,0.97,5400,2000
3472,0.92,9600,2000
3473,0.99,18000,2000
3474,0.99,26400,2000
3475,0.99,1200,2000
3476,0.99,13800,2000
3477,0.87,11700,2000
3478,0.99,24300,2000
3479,1.0,20100,2000
3480,0.69,5400,2000
3481,0.99,3300,2000
3482,0.93,20100,2000
3483,0.75,5400,2000
3484,0.8,11700,2000
3485,1.0,36900,2000
3486,0.99,5400,2000
3487,0.99,5700,2000
3488,0.94,5400,2000
3489,1.0,28500,2000
3490,0.97,5400,2000
3491,0.93,22200,2000
3492,0.98,13800,2000
3493,0.7,3300,2000
3494,0.9,28500,2000
3495,0.91,9600,2000
3496,0.95,5400,2000
3497,0.98,18000,2000
3498,0.96,5400,2000
3499,0.97,11700,2000
3500,0.89,30600,2000
3501,1.0,32700,2000
3502,0.99,11700,2000
3503,0.99,9600,2000
3504,0.87,9600,2000
3505,0.98,5400,2000
3506,1.0,22200,2000
3507,0.59,11700,2000
3508,1.0,9600,2000
3509,0.79,5700,2000
3510,0.97,13800,2000
3511,0.88,18000,2000
3512,0.99,22200,2000
3513,0.97,18000,2000
3514,0.98,7500,2000
3515,0.78,1200,2000
3516,1.0,20100,2000
3517,0.95,9600,2000
3518,0.89,7500,2000
3519,0.78,1200,2000
3520,0.95,3300,2000
3521,0.99,7500,2000
3522,0.96,9600,2000
3523,0.76,7500,2000
3524,0.96,11700,2000
3525,0.99,5400,2000
3526,0.81,3300,2000
3527,0.99,3300,2000
3528,0.74,57900,2000
3529,0.79,1200,2000
3530,0.96,7500,2000
3531,1.0,15900,2000
3532,0.96,15900,2000
3533,0.99,9600,2000
3534,1.0,9600,2000
3535,0.93,9600,2000
3536,0.99,7500,2000
3537,1.0,7500,2000
3538,1.0,9600,2000
3539,1.0,60000,2000
3540,0.93,13800,2000
3541,0.97,11700,2000
3542,0.99,13800,2000
3543,1.0,11700,2000
3544,1.0,18000,2000
3545,1.0,15900,2000
3546,1.0,20100,2000
3547,0.98,20100,2000
3548,0.75,5700,2000
3549,0.98,3300,2000
3550,0.62,5400,2000
3551,1.0,13800,2000
3552,0.94,5400,2000
3553,0.99,18000,2000
3554,1.0,24300,2000
3555,0.99,3300,2000
3556,0.87,1200,2000
3557,1.0,18000,2000
3558,0.7,9600,2000
3559,0.99,1200,2000
3560,0.99,11700,2000
3561,0.79,5400,2000
3562,0.92,15900,2000
3563,0.76,7500,2000
3564,0.97,5400,2000
3565,1.0,22200,2000
3566,0.96,3300,2000
3567,0.47,7500,2000
3568,0.88,5400,2000
3569,0.97,1200,2000
3570,1.0,5400,2000
3571,0.99,18000,2000
3572,1.0,22200,2000
3573,1.0,5400,2000
3574,0.87,7500,2000
3575,1.0,7500,2000
3576,1.0,9600,2000
3577,0.99,3300,2000
3578,0.98,7500,2000
3579,0.99,18000,2000
3580,0.96,22200,2000
3581,0.78,5400,2000
3582,1.0,15900,2000
3583,0.98,30600,2000
3584,0.98,7500,2000
3585,1.0,5400,2000
3586,0.98,1200,2000
3587,1.0,20100,2000
3588,0.96,1200,2000
3589,0.99,11700,2000
3590,0.94,9600,2000
3591,0.99,3300,2000
3592,0.96,3300,2000
3593,0.87,24300,2000
3594,0.91,3300,2000
3595,0.99,5400,2000
3596,0.97,3300,2000
3597,1.0,5400,2000
3598,0.99,24300,2000
3599,0.95,7500,2000
3600,0.98,1200,2000
3601,1.0,60000,2000
3602,0.89,5400,2000
3603,1.0,3300,2000
3604,1.0,3300,2000
3605,1.0,15900,2000
3606,0.82,5400,2000
3607,0.95,7500,2000
3608,0.97,30600,2000
3609,1.0,9600,2000
3610,0.95,5400,2000
3611,1.0,11700,2000
3612,0.97,1200,2000
3613,0.99,5400,2000
3614,0.97,11700,2000
3615,1.0,1200,2000
3616,0.92,9600,2000
3617,0.96,7500,2000
3618,0.99,3300,2000
3619,1.0,18000,2000
3620,1.0,1200,2000
3621,1.0,5400,2000
3622,0.68,5400,2000
3623,0.99,18000,2000
3624,0.79,3300,2000
3625,1.0,9600,2000
3626,1.0,7500,2000
3627,0.93,9600,2000
3628,0.58,11700,2000
3629,1.0,3300,2000
3630,0.95,9600,2000
3631,1.0,9600,2000
3632,0.98,5400,2000
3633,1.0,13800,2000
3634,0.97,5700,2000
3635,1.0,11700,2000
3636,0.75,5400,2000
3637,0.96,18000,2000
3638,1.0,1200,2000
3639,0.75,20100,2000
3640,0.87,1200,2000
3641,1.0,13800,2000
3642,0.99,26400,2000
3643,0.96,7500,2000
3644,0.99,9600,2000
3645,0.99,20100,2000
3646,0.99,5400,2000
3647,0.86,7500,2000
3648,0.99,11700,2000
3649,0.99,11700,2000
3650,0.84,1200,2000
3651,0.95,3300,2000
3652,0.99,7500,2000
3653,0.95,13800,2000
3654,0.9,11700,2000
3655,1.0,9600,2000
3656,0.97,32700,2000
3657,0.96,1200,2000
3658,0.98,5700,2000
3659,1.0,9600,2000
3660,1.0,11700,2000
3661,1.0,5400,2000
3662,1.0,3300,2000
3663,0.99,20100,2000
3664,1.0,18000,2000
3665,0.93,5400,2000
3666,1.0,18000,2000
3667,0.94,18000,2000
3668,0.93,9600,2000
3669,0.97,45300,2000
3670,1.0,9600,2000
3671,0.97,11700,2000
3672,0.99,13800,2000
3673,1.0,3300,2000
3674,0.99,7500,2000
3675,1.0,9600,2000
3676,0.39,13800,2000
3677,0.98,11700,2000
3678,0.91,1200,2000
3679,1.0,5400,2000
3680,0.97,11700,2000
3681,0.99,7500,2000
3682,1.0,9600,2000
3683,0.97,20100,2000
3684,0.82,13800,2000
3685,0.99,13800,2000
3686,0.97,3300,2000
3687,0.9,9600,2000
3688,0.94,28500,2000
3689,0.87,3300,2000
3690,1.0,9600,2000
3691,0.96,5400,2000
3692,1.0,7500,2000
3693,1.0,13800,2000
3694,0.99,11700,2000
3695,1.0,7500,2000
3696,1.0,11700,2000
3697,0.69,3300,2000
3698,0.99,11700,2000
3699,0.99,13800,2000
3700,1.0,5400,2000
3701,0.82,13800,2000
3702,0.92,15900,2000
3703,0.88,32700,2000
3704,1.0,7500,2000
3705,0.94,5400,2000
3706,1.0,3300,2000
3707,0.96,1200,2000
3708,0.98,7500,2000
3709,1.0,15900,2000
3710,0.99,7500,2000
3711,0.64,5400,2000
3712,0.98,5700,2000
3713,0.96,7500,2000
3714,0.96,18000,2000
3715,0.98,24300,2000
3716,0.99,3300,2000
3717,0.97,20100,2000
3718,0.98,5400,2000
3719,0.95,1200,2000
3720,1.0,9600,2000
3721,0.93,9600,2000
3722,1.0,18000,2000
3723,0.92,1200,2000
3724,1.0,9600,2000
3725,0.84,1200,2000
3726,0.97,5400,2000
3727,0.98,5400,2000
3728,0.95,5400,2000
3729,1.0,1200,2000
3730,0.99,3300,2000
3731,0.91,5700,2000
3732,0.99,15900,2000
3733,0.99,24300,2000
3734,0.98,5700,2000
3735,1.0,36900,2000
3736,1.0,11700,2000
3737,0.89,5400,2000
3738,0.42,1200,2000
3739,1.0,22200,2000
3740,0.98,5400,2000
3741,0.88,1200,2000
3742,1.0,5400,2000
3743,0.98,11700,2000
3744,1.0,11700,2000
3745,1.0,7500,2000
3746,0.99,18000,2000
3747,0.98,5400,2000
3748,1.0,20100,2000
3749,0.98,18000,2000
3750,1.0,24300,2000
3751,0.88,3300,2000
3752,0.99,5400,2000
3753,0.99,3300,2000
3754,0.9,7500,2000
3755,0.94,7500,2000
3756,1.0,9600,2000
3757,0.99,18000,2000
3758,1.0,1200,2000
3759,0.78,11700,2000
3760,1.0,22200,2000
3761,0.84,7500,2000
3762,0.98,9600,2000
3763,0.99,1200,2000
3764,1.0,15900,2000
3765,0.99,5400,2000
3766,0.95,3300,2000
3767,0.88,11700,2000
3768,0.98,7500,2000
3769,0.7,3300,2000
3770,1.0,7500,2000
3771,0.73,5400,2000
3772,0.89,9600,2000
3773,0.97,3300,2000
3774,0.93,3300,2000
3775,1.0,11700,2000
3776,0.97,5700,2000
3777,1.0,7500,2000
3778,1.0,11700,2000
3779,0.99,3300,2000
3780,0.97,57900,2000
3781,0.86,18000,2000
3782,0.99,5700,2000
3783,1.0,5400,2000
3784,0.99,13800,2000
3785,1.0,9600,2000
3786,1.0,1200,2000
3787,0.34,7500,2000
3788,1.0,18000,2000
3789,0.99,5400,2000
3790,0.89,7500,2000
3791,0.95,24300,2000
3792,0.8,3300,2000
3793,0.98,1200,2000
3794,1.0,5400,2000
3795,1.0,7500,2000
3796,0.99,20100,2000
3797,0.94,1200,2000
3798,1.0,5400,2000
3799,0.98,5400,2000
3800,0.93,3300,2000
3801,0.94,39000,2000
3802,0.8,7500,2000
3803,1.0,26400,2000
3804,0.98,5400,2000
3805,1.0,11700,2000
3806,0.98,7500,2000
3807,0.99,3300,2000
3808,0.91,7500,2000
3809,0.99,13800,2000
3810,1.0,5400,2000
3811,0.99,5400,2000
3812,0.99,5400,2000
3813,0.95,20100,2000
3814,0.9,60000,2000
3815,0.98,32700,2000
3816,0.87,5400,2000
3817,0.92,5400,2000
3818,1.0,13800,2000
3819,0.93,7500,2000
3820,0.89,7500,2000
3821,0.93,15900,2000
3822,0.99,13800,2000
3823,0.85,20100,2000
3824,0.96,7500,2000
3825,0.94,15900,2000
3826,1.0,15900,2000
3827,1.0,15900,2000
3828,0.99,5400,2000
3829,0.82,9600,2000
3830,0.99,1200,2000
3831,1.0,5400,2000
3832,1.0,3300,2000
3833,0.63,3300,2000
3834,1.0,5400,2000
3835,1.0,18000,2000
3836,1.0,20100,2000
3837,0.91,11700,2000
3838,0.94,5400,2000
3839,0.99,3300,2000
3840,0.8,22200,2000
3841,0.99,7500,2000
3842,1.0,24300,2000
3843,0.97,1200,2000
3844,0.98,5400,2000
3845,1.0,18000,2000
3846,0.99,32700,2000
3847,0.77,5400,2000
3848,0.7,3300,2000
3849,0.98,9600,2000
3850,0.94,20100,2000
3851,0.96,3300,2000
3852,0.61,7500,2000
3853,1.0,11700,2000
3854,0.96,3300,2000
3855,0.66,11700,2000
3856,0.91,1200,2000
3857,0.95,7500,2000
3858,0.95,60000,2000
3859,0.99,1200,2000
3860,0.9,11700,2000
3861,0.98,13800,2000
3862,0.9,3300,2000
3863,0.88,5400,2000
3864,0.99,28500,2000
3865,0.89,1200,2000
3866,1.0,1200,2000
3867,0.98,15900,2000
3868,1.0,3300,2000
3869,0.94,13800,2000
3870,0.51,13800,2000
3871,0.96,5700,2000
3872,1.0,18000,2000
3873,1.0,3300,2000
3874,0.99,9600,2000
3875,1.0,5400,2000
3876,0.97,13800,2000
3877,0.96,3300,2000
3878,0.93,18000,2000
3879,0.72,18000,2000
3880,0.76,3300,2000
3881,0.71,9600,2000
3882,0.99,9600,2000
3883,0.83,3300,2000
3884,0.78,9600,2000
3885,0.69,5400,2000
3886,0.93,1200,2000
3887,0.95,24300,2000
3888,1.0,32700,2000
3889,0.98,13800,2000
3890,0.99,3300,2000
3891,0.88,11700,2000
3892,1.0,5700,2000
3893,0.98,39000,2000
3894,1.0,3300,2000
3895,1.0,18000,2000
3896,0.88,1200,2000
3897,0.94,13800,2000
3898,0.94,5400,2000
3899,1.0,13800,2000
3900,0.87,5700,2000
3901,0.98,5700,2000
3902,0.85,3300,2000
3903,0.98,5400,2000
3904,0.98,9600,2000
3905,0.76,5400,2000
3906,0.98,9600,2000
3907,0.95,5400,2000
3908,0.94,9600,2000
3909,0.99,1200,2000
3910,0.93,22200,2000
3911,0.99,5400,2000
3912,1.0,7500,2000
3913,0.96,7500,2000
3914,0.91,1200,2000
3915,0.99,20100,2000
3916,0.95,9600,2000
3917,0.47,1200,2000
3918,0.98,9600,2000
3919,1.0,13800,2000
3920,0.97,18000,2000
3921,1.0,13800,2000
3922,0.99,22200,2000
3923,0.83,7500,2000
3924,1.0,3300,2000
3925,1.0,18000,2000
3926,1.0,9600,2000
3927,0.97,7500,2000
3928,0.99,5400,2000
3929,0.98,9600,2000
3930,1.0,28500,2000
3931,0.96,5400,2000
3932,1.0,5400,2000
3933,0.78,7500,2000
3934,0.97,22200,2000
3935,0.66,9600,2000
3936,0.96,9600,2000
3937,0.67,3300,2000
3938,0.72,3300,2000
3939,1.0,11700,2000
3940,1.0,20100,2000
3941,1.0,3300,2000
3942,0.9,1200,2000
3943,1.0,18000,2000
3944,0.64,18000,2000
3945,1.0,18000,2000
3946,1.0,11700,2000
3947,0.99,24300,2000
3948,0.91,5400,2000
3949,0.99,9600,2000
3950,0.95,3300,2000
3951,1.0,13800,2000
